id,text,misinfo,real
12769,People Mount Strong Immune Responses to COVID-19,0,1
12770,Capitalism can crack climate change But only if it takes risks Larry Elliott,0,1
12771,"The product of the numbers, which correspond to the alphabetical order of the letters in the Russian word ""coronavirus"", is 666 666 666 666.",1,0
12772,Chevron Has Avoided Justice for Environmental Crimes in Ecuador and the US Can Canada Hold It to,1,0
12773,The Brazilian Government will not pay next month's installment of the COVID-19 Emergency Allowance (a temporary benefit for poor families) because it has no money,1,0
12774,The hydrogen peroxide solution is the prevention of the new coronavirus and influenza.,1,0
12775,Despite Al Gores Persistence Global Climate Change Is Not Peoples Most Pressing Concern,1,0
12776,What Long-haul Truck Drivers Need to Know about COVID-19,0,1
12777,Several COVID-19 vaccine trials were cancelled because patients died,1,0
12778,Scores of environmental groups call for government to abandon support for UKaposs largest gas powe,0,1
12779,Carbon capture: The tech that could make or break climate goals,1,0
12780,Al Gore Hails Al Roker's 'Consistent Advocacy' on Climate Change,1,0
12781,"A picture quotes pharmacist Stefano Montanari saying that wearing protective masks would make people breathe excessive levels of carbon dioxide, leading to respiratory acidosis and cancer.",1,0
12782,Regeneron Says Its Treatments Lower Medical Visits,0,1
12783,"Exposures Before Issuance of Stay-at-Home Orders Among Persons with Laboratory-Confirmed COVID-19 - Colorado, March 2020",0,1
12784,Get a load of this climate propaganda,1,0
12785,Doctors recommend Vitamin C and fennel seed tea to warn off the novel coronavirus.,1,0
12786,Why Lopinavir and Hydroxychloroquine Do Not Work on COVID-19,0,1
12787,Climate protesters disrupt London fashion week by blocking roads,0,1
12788,Trump says he does not believe own administrations climate report live,0,1
12789,Extinction Rebellion: Shell HQ windows smashed as climate protest blocks London roads,0,1
12790,Chico Mendes: The Brazilian environmental activist killed for trying to save the Amazon,0,1
12791,Dr Uma Kumar from AIIMS Delhi gave interview regarding immunity boosting tips.,1,0
12792,The West is using Georgia as a test biopolygon. Georgia should follow several large states that have already requested the purchase of Russian vaccine already registered for mass use.,1,0
12793,COVID-19 is an airborne disease.,1,0
12794,Flu in Early Life Determines Our Susceptibility to Future Infections,0,1
12795,"In Kenya, Safaricom gives subscribers Sh2,500 COVID-19 relief.",1,0
12796,"Salty and sour foods cause the ""body of the COVID-19 virus"" to explode and dissolve.",1,0
12797,CDC Reverses Guidance on Asymptomatic Testing,0,1
12798,UN cancels key meetings ahead of climate summit due to coronavirus,0,1
12799,Biden's oil remarks at debate seen as demonstrating grasp of climate finance shift,0,1
12800,French police pepper spray Paris climate protesters,0,1
12801,"Fox's Jesse Watters: ""You can fight climate change with suntan lotion. It's not that big of a deal""",0,1
12802,COVID-19 and bronchitis: Risks and precautions,0,1
12803,Michigan Convent Loses 13 Sisters to Coronavirus,0,1
12804,Climate payment scheme to farmers: GOP senators join Dems in tackling 'climate change' via agriculture  'Directs USDA to create a program that would help agriculture sector gain access to revenue from greenhouse gas offset credit markets',1,0
12805,This is artwork from Wuhan.,1,0
12806,How America's 'night and day' crossroads on climate can shape Canada's future,0,1
12807,"Conservative climate plan targets big polluters, doesn't promise to meet Paris target",0,1
12808,"Climate-Justice Stories Are in Every Community, Waiting to Be Told",0,1
12809,"COVID-19 May Spike Blood Sugar, Raising Death Risk",0,1
12810,Nanochips were found in COVID-19 vaccines.,1,0
12811,Extinction Rebellion: Scotland Yard requests 200 extra officers to cope with London climate change protests,0,1
12812,Climate Change lockdown?,1,0
12813,Asteroid that killed the dinosaurs also cooled Earths climate more proof temperatures have ebbed a,1,0
12814,"Over time, climate becomes a net problem: by the 2070s, the UN Climate Panel finds that global warming will likely cause damage equivalent to 0.2 per cent to 2 per cent of global GDP.",0,1
12815,"The UN Went Full Force on Climate Change This Year, But Will It Change the Business World?",0,1
12816,"For Australia's sake, I hope Trump's climate science denialism loses | Michael Mann",1,0
12817,"Greta Thunberg: climate activism has made her 'very happy', says father",0,1
12818,Colombia was featured in The New York Times for the poverty that President Ivn Duque has brought to the country during the COVID-19 pandemic.,1,0
12819,Cali Governor Jerry Brown reveals himself to be a climate IDIOT Claims fiery heat the worst since t,1,0
12820,Ethiopia plants 353 million trees in one day to restore forests and fight climate change,0,1
12821,'Profound disconnect between people and politicians': Major decisions deferred as marathon Madrid climate summit grinds to a close,0,1
12822,Climate of Concern and Suspicion Hangs Over New F1 Season,0,1
12823,John Kerry: We've Got To Treat Action On Climate Change 'Like A War',0,1
12824,Extreme E series will race electric cars in climate change-affected areas,0,1
12825,"Americans have to pay $3,000 or $4,000 for a day of containment.",1,0
12826,"""There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.""",0,1
12827,"Hays County in Central Texas has seen an ""incredible 845% increase in (COVID-19) cases since June 7.""",0,1
12828,Coronavirus outbreak causes decline in China greenhouse gas emissions,1,0
12829,"A number of independent investigations from different countries, universities and government bodies have investigated the stolen emails and found no evidence of wrong doing.",0,1
12830,"A publication that claims that in 1918 the American city of Philadelphia ""prematurely ended its quarantine of the Spanish flu and launched a demonstration against the measures of staying at home"", which led to a peak of infections, hospitalizations and deaths.",1,0
12831,Donald Trump renews attack on climate activist Greta Thunberg with retweet,1,0
12832,Philip Green allegations Its not banter its a climate of fear claim staff,0,1
12833,"The new coronavirus was not man-made, study shows",0,1
12834,"Obesity Tied to Severe COVID-19, But Age Matters",0,1
12835,New AI Diagnostic Can Predict COVID-19 Without Testing,0,1
12836,"About 120,000 years ago, before the last ice age, the planet went through a natural warm period, with temperatures similar to those expected in coming decades.",0,1
12837,Will Australia's Fires Get the World to Act on Climate Change?,0,1
12838,"Joe Biden warns America's suburbs will be destroyed by 'hellish' fires, floods, and superstorms if 'climate arsonist' Trump is re-elected",1,0
12839,Migrant workers travelling in special shramik trains are wasting food.,1,0
12840,Oregon governor authorizes state police to bring GOP lawmakers back to capital for climate vote,0,1
12841,Trump mocked for planting trees on Earth Day amid his continued failure to deal with climate crisis,1,0
12842,"Trump to Revamp Environmental Law in Bid to Fast Track Pipelines, Roads",0,1
12843,Madrid is going to close its borders due to the coronavirus.,1,0
12844,COVID-19 vaccines change human's genetic code,1,0
12845,Alexandria Ocasio-Cortez: U.S. Knew Climate Change Was Manmade in 1989,1,0
12846,"""The president looks like he was ahead of the curve  as you know, he talks about this all the time  on shutting down travel from China.""",1,0
12847,Senate Democrats unveil a climate plan with the hopes of a new administration,0,1
12848,Environmentalists Identify Another Threat to the PlanetNurdles,0,1
12849,Vitamin supplements will protect you against COVID-19.,1,0
12850,Why ending combustion engines would unleash a global environmental and humanitarian catastrophe linked to rare earth elements,1,0
12851,"""The most famous of these studies, published in 2010 by Paul Kench and Arthur Webb of the South Pacific Applied Geoscience Commission in Fiji, showed that of 27 Pacific islands, 14% lost area.",1,0
12852,They're Gonna Need a Bigger Boat: More Climate Activists Cry for Help to Reach COP25 Climate Conference,1,0
12853,UK weather: Is hot February down to climate change?,0,1
12854,"People violate social distancing protocol in a temple festival in Alappuzha, India.",1,0
12855,This 8-year-old has a doozy of a climate question,1,0
12856,"Climate crisis: Arctic warming is causing 'spider baby boom', scientists warn",1,0
12857,AOC & Bernie Sanders Attend Climate Cult Meeting,1,0
12858,Can a Democrat Win the Presidency on Climate Change?,0,1
12859,Who's Most at Risk From Coronavirus?,0,1
12860,Failure to reach climate change deal could mean 'economic disaster',0,1
12861,"Earth Day, 2019: Fifty years of apocalyptic global warming predictions and why people believe them, part 1",1,0
12862,School Children Brainwashed About Climate Change: 'Encouraging kids to imagine apocalyptic futures is not education',1,0
12863,The P.G. & E. Bankruptcy and the Coming Climate-Related Business Failures,0,1
12864,Irene Montero is coughing on someone during the 8M women protest.,1,0
12865,I Tested Negative for COVID-19  It Took 13 Days to Get the Results,0,1
12866,The Scientists Just Told Us Coronavirus Won't Save Us from Climate Change,0,1
12867,People have thrown currency notes on road to spread the COVID-19 infection.,1,0
12868,Israel is at the forefront of the world in the number of tests for COVID-19.,1,0
12869,Staying 6 Feet Apart Often Isn't Enough During COVID-19 Pandemic,0,1
12870,"An article that has been widely shared on social media warns healthy people against wearing face masks during the COVID-19 pandemic, citing alleged risks",1,0
12871,The danger of coronavirus is exaggerated. Look at the case of Mumbai slums.,1,0
12872,Adidas is giving away face masks.,1,0
12873,"Claim that Dr. Anthony Fauci's statement that the coronavirus death rate is 10 times that of the seasonal flu is ""a claim without any scientific basis.""",1,0
12874,Pope says coronavirus could be 'nature's response' to climate change,1,0
12875,Helicopters and military aircraft spraying and disinfecting the streets at 11 p.m. in Spain,1,0
12876,WATCH  D.C. Climate Strike Activists: 'Don't Eat Cows; Eat the Rich',1,0
12877,Obama on Climate Kid Greta Thunberg: 'One of Our Planet's Greatest Advocates',1,0
12878,"Police has ""free entry in houses and buildings"" in Malaga to identify possible coronavirus infections.",1,0
12879,Muslims in India are licking utensils to spread the coronavirus.,1,0
12880,Searching for Clues to COVID-19 Immunity,0,1
12881,Russia expects compromise on climate to be reached at G20 summit,0,1
12882,Half of Coronavirus Infections May Be Asymptomatic,0,1
12883,"Alcohol Use and Co-use of Other Substances Among Pregnant Females Aged 12-44 Years - United States, 2015-2018",0,1
12884,OCD and COVID-19: Triggers and how to cope with them,0,1
12885,Court halts work on Tesla's German factory after complaints from environmental campaigners,0,1
12886,Can New Grapes Save the Wine Industry From Climate Change?,0,1
12887,"To solve climate change and biodiversity loss, we need a Global Deal for Nature",0,1
12888,"Eating meat products increases the risk of coronavirus, according to a WHO official quoted in the text.",1,0
12889,Statistical analysis of the rate of warming over different periods find that warming from 1970 to 2001 is greater than the warming from both 1860 to 1880 and 1910 to 1940.,0,1
12890,"As Businesses Reopen, Here Are Some of the Highest Risk Places for COVID-19",0,1
12891,"Asia Pacific hardest hit by COVID-19, climate-related disasters",1,0
12892,Chancellor Angela Merkel knew of the pandemic since 2013; the virus is from a laboratory.,1,0
12893,"Not now, Greta: Child climate activist calls on world to fight climate change and coronavirus at the same time",1,0
12894,COVID Outbreak Among U of Wisconsin Football Team,0,1
12895,"Climategate wars: Michael ""Hockey Stick"" Mann has lost",1,0
12896,Tucker Carlson: World Health Organization Is Linking Coronavirus To Climate Change,1,0
12897,NIH funds community engagement research efforts in areas hardest hit by COVID-19,0,1
12898,"Only 10 of 170 questions at the first Democratic primary debates were about the climate crisis, making it obvious we need a climate debate",0,1
12899,Florida man is arrested for robbery using cough as a weapon.,1,0
12900,"world temperatures, because they have gone up only very slowly, less than half as fast as the scientific consensus predicted in 1990",1,0
12901,"A COVID-19 case has been diagnosed in Umraniye Hospital, Istanbul.",1,0
12902,A drug made from cow urine or pigeon membrane can cure coronavirus.,1,0
12903,I would not agree that carbon dioxide is a primary contributor to the global warming that we see.,0,1
12904,"Social media commentaris claim a murder of a 37-year-old Chinese researcher studying COVID-19 at the University of Pittsburgh in early May could be a cover-up as he was about to reveal important findings, possibly the U.S. origin of the coronavirus.",1,0
12905,"Climate apocalypse is coming, US Army says, eyeing opportunities for more intervention",1,0
12906,'It's our time to rise up': youth climate strikes held in 100 countries,0,1
12907,The Sprout NAFTA talks and carbon tax squawks,0,1
12908,Cuban scientists discovered that eucalyptus can help prevent and treat coronavirus.,1,0
12909,There has been a pandemic every 100 years,1,0
12910,Bill Gates implements a plan of compulsory vaccination of the world's population.,1,0
12911,"Climate Crisis: COVID-19 Hits Mass Transit, Aviation, Fossil Fuel Industry",0,1
12912,"Population Point Prevalence of SARS-CoV-2 Infection Based on a Statewide Random Sample - Indiana, April 25-29, 2020",0,1
12913,MSNBC will host 2020 Democrats  and one Republican  at the next climate town hall,0,1
12914,UN Environment Envoy Quits After Audit of Expenses,0,1
12915,Matarratn tree cures COVID-19,1,0
12916,"""Marcel"" explains why French champion of hydroxychloroquine Didier Raoult is right againt Pr. Karine Lacombe, saying for instance a decree allowing to prescribe hydroxychloroquine was changed in last minute.",1,0
12917,Expert: Darkest Weeks of Pandemic Are Yet to Come,0,1
12918,The Best Materials to Make a Homemade Face Mask,0,1
12919,Greta Thunberg Sets Sail For Home  And The U.N. Climate Conference,0,1
12920,Imports of chinese products fall 78% in Brazil after boycott,1,0
12921,Profs promote environmental law textbook with 'food justice' updates,1,0
12922,Why VSCO Girls are Going on Strike for the Climate,0,1
12923,Boston Public Schools Back to All-Remote Learning,0,1
12924,"The second daughter of Russian President Vladimir Putin died after getting a second dose of Sputnik V, Russia's COVID-19 vaccine.",1,0
12925,AOC Says Her 'Dreams of Motherhood' Are 'Bittersweet' Because of Climate Change,1,0
12926,Swedish Lawmakers Nominate Climate Activist Greta Thunberg For A Nobel,1,0
12927,"""Corona Virus claims a black belt. Chuck Norris, Dead at 80.""",1,0
12928,At the Core of the Climate Crisis,0,1
12929,"WHO says Coronavac, vaccine produced by Sinovac Biotech, hasn't been tested anywhere in the world before Brazil.",1,0
12930,"Biden campaign caught plagiarizing parts of his 2020 climate plan, says it forgot citations",1,0
12931,Dior's spring/summer 2020 show was a call to take environmental action,0,1
12932,Global temperatures likely to be aposabnormally highapos for at least four years climate scient,0,1
12933,Ancient Maya practiced 'total war' well before climate stress,1,0
12934,A text claiming COVID-19 can be transmitted by mosquitoes.,1,0
12935,Trump to Order Meat Processing Plants Remain Open,0,1
12936,COVID-19: Scientists urge 'equitable and inclusive' response,0,1
12937,"COMMENTARY: The Links Between COVID-19 and Diabetes, Known and Unknown",0,1
12938,"A news clipping attributed to Hindi daily Dainik Jagran stating that coronavirus was found in poultry in Bihar, India.",1,0
12939,Masks pose serious health problems,1,0
12940,"Burglars are pretending to be healthcare professionals. They visit houses offering free COVID-19 tests, and take the opportunity to ransack homes.",1,0
12941,"99% of all COVID-19 patients in Itaperuna, Rio de Janeiro state, have been cured after being treated with chloroquine.",1,0
12942,"Supreme Court Nominee Barrett Resisted Climate Science, but Other Judges Have Embraced It",0,1
12943,"World's Largest Fracked Gas Refinery Violates Federal Funding Law, Say Environmentalists",0,1
12944,Provinces quiz McKenna on eligibility rules for new carbon tax revenue program,0,1
12945,"60 Minutes,' 'The Guardian,' and Game-Changing New Climate Science",0,1
12946,You are a murderer!'  'You are an evil fat man!' Listen: Nasty voicemails greet NOAA's new skeptical climate scientist Dr. David Legates,1,0
12947,Sweden has abandoned the fight against coronavirus.,1,0
12948,"Japan has sent a 1,000-man medical team to Wuhan.",1,0
12949,Ryan Zinke Uses Climate-Fueled Wildfires to Boost the Timber Industry and Its Not the First Time,0,1
12950,Measurements of carbon isotopes and falling oxygen in the atmosphere show that rising carbon dioxide is due to the burning of fossil fuels and cannot be coming from the ocean.,0,1
12951,"According to a meme, in 2003, when 3G was introduced to the world, there was an outbreak of Sars, or severe acute respiratory syndrome. In 2009, 4G was introduced and there was a swine flu outbreak, and in 2020, when 5G was introduced, the world has suffered the coronavirus outbreak.",1,0
12952,"Love, not fear, had motivated me' to preserve the environment: Leah Davidson",0,1
12953,Why are we wearing masks for COVID-19 when we don't wear masks for flu and TB which also kill a lot of people?,1,0
12954,"It's already begun': Feedback loops will make climate change even worse, scientists say",0,1
12955,Is climate change way worse than we realise?,0,1
12956,"Environmental Working Group (EWG) Names Duke Energy as Public Enemy #1. Customers Who Hate Duke's AMI ""Smart"" Meters Feel the Same.",1,0
12957,Thai department of health published an infographic on how to properly wear face masks.,1,0
12958,COVID-19 Killing Men at Higher Rate in NYC,0,1
12959,"Erin Brockovich blasts Trump over 'reckless, careless' environmental regulation rollbacks",0,1
12960,A map shows hundreds of thousands of Wuhan residents (or even 5 million of them) traveling out of the city before the lockdown.,1,0
12961,More Leftist Fraud NOAA Fudged Temperature Data to Delude Public on Global Warming Scam,1,0
12962,Tom Daley's husband accuses British Swimming of 'corruption' and creating 'toxic environment' in social media rant,0,1
12963,How to Stop the Next Pandemic: U.N. Report Links Outbreaks to Climate Crisis & Industrial Farming,0,1
12964,Green New Deal: Republicans talk up climate change plan  but not because they like it,0,1
12965,The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,1,0
12966,"Colorado Democrats deliver on major changes to health care, education and the environment in dramatic session",0,1
12967,"Russian national development targets adjusted due to unfavorable environment, Kremlin says",1,0
12968,Music and art classes were cancelled in primary schools due to COVID-19 pandemic,1,0
12969,Heatwaves driven by climate change making insects infertile new study suggests,0,1
12970,"We will have a vaccine by september, Oxford's science team says.",1,0
12971,General election 2019: Your questions on climate change and the environment,0,1
12972,That Northern California climate you love? It's gonna have a more SoCal feel,0,1
12973,Environment chief Pruitt under more pressure after condo reports lawmakers,0,1
12974,"156,000 people have already died from COVID in China",1,0
12975,"Profs say Trump is guilty of 'negligent homicide,' call him a 'climate terrorist, traitor, and mass murderer'",1,0
12976,Iranian Environmentalists Handed Prison Terms In 'Sham' Trial Amid Deadly Protests,0,1
12977,Activists Convinced Minnesota Attorney General To File Climate Lawsuit,1,0
12978,CMS Suspends Advance Payment Program to Clinicians for COVID-19,0,1
12979,Why we're more confident than ever that climate change is driving disasters,0,1
12980,eCR Now: COVID-19 Electronic Case Reporting,0,1
12981,90 percent of positive tests in the USA are false-positives according to the New York Times,1,0
12982,WHO SAGE values framework for the allocation and prioritization of COVID-19 vaccination,0,1
12983,Coronavirus is fake or a made-up ploy by 5G.,1,0
12984,Multiple news reports circulating in Nigeria claim that Buckingham Palace has announced Britain's Queen Elizabeth tested positive for COVID-19.,1,0
12985,"McDonald's Drive-Thru 'made for social distancing' and are safe to reopen, says Environment Secretary George Eustice",0,1
12986,Armenia warns of potential environmental disaster in combat zone in Nagorno-Karabakh,1,0
12987,"Jane Fonda protests 'climate change' in DC because Greta Thunberg said so, gets arrested",1,0
12988,"Climate-heating greenhouse gases hit record high, UN says",0,1
12989,"Maranho state's governor, Flvio Dino, caused aglomeration on the funeral of his father",1,0
12990,Fears over climate change hit highest level in a decade following heatwave study says,0,1
12991,A picture of a beach in Catania (Sicily) packed with people which was allegedly shot during the COVID-19 pandemic,1,0
12992,Can a Burger Help Solve Climate Change?,0,1
12993,French news network BFM aired incoherent data about people who died from the coronavirus in Africa.,1,0
12994,"We'll still be facing extreme heat, but at a far more manageable level than if we'd done nothing to halt climate change.",0,1
12995,Trump Dismisses Climate Change Questions About Wildfires I Want Great Climate,1,0
12996,"A ""Double Bubble"" Strategy Can Help During COVID-19: Here's How to Do It Properly",0,1
12997,"Extremely radical, terrible for workers, & the environment'  Former warmist Shellenberger rips Biden-Sanders climate plan:  Plan 'unscientifically blames climate change for flood, storm, & fire, damage'",1,0
12998,South African environmental activist shot dead in her home,0,1
12999,"Let nature heal climate and biodiversity crises, say campaigners",0,1
13000,U.S. presidential candidate Booker proposes $3 trillion climate change plan,0,1
13001,Contentious new book argues environmental movement has become 'increasingly apocalyptic',0,1
13002,"From coronavirus to the hostile environment, the chronically overlooked Roma community has been completely abandoned",1,0
13003,"Masks are useless, even harmful.",1,0
13004,"A doctor claims on national TV that in residential care centers, the virus is not spread through the visitors, but through the staff.",1,0
13005,"Pelotas City Hall, a city in the Brazilian state of Rio Grande do Sul, used sirens to mark the beginning of the lockdown in the city",1,0
13006,Prince Charles says he was considered 'rather dotty' for landmark environmental warning in 1970,0,1
13007,"Radio host Rush Limbaugh compares novel coronavirus to ""the common cold.""",1,0
13008,"Any person arrested for violating lockdown in the night will not get bail until the lockdown is over in the state of Gujarat, in India.",1,0
13009,The Londoner: Climate champion's bumpy take-off,0,1
13010,"In 2007, ""The Simpsons"" predicted Tom Hanks would contract coronavirus in 2007.",1,0
13011,"In the United States, there are ""360,000 (deaths) a year from swimming pools. But we don't shut the country down for that.""",1,0
13012,Environmentalists Ask Supreme Court to Block Use of Defense Funds for Border Wall,1,0
13013,"5G networks are being secretly set up around the world. In Poland, rallies against the new world order take place.",1,0
13014,"""Preparing for COVID-19: Long-term Care Facilities, Nursing Homes""",0,1
13015,A coronavirus vaccine for cows shows that the virus behind the current outbreak is not new.,1,0
13016,"After Purging Mainstream Media, Climate Extremists Attempt To Censor Social Media",1,0
13017,People infected with coronavirus die in the street while doctors travel through the infection zone.,1,0
13018,"A magic remedy to prevent COVID-19: mix brown sugar, ginger, garlic, and Chinese leek, boil them and drink it.",1,0
13019,"On Climate Change, Voters Sound More Like Greta Than Trump",0,1
13020,Tesco and WWF bid to halve environmental impact of UK groceries,0,1
13021,Survey Shows How Couples Cope During Lockdown,0,1
13022,Environmentalist sneaks past guards and makes shocking find,1,0
13023,'There is consensus about some of the steps that need to be taken' on tackling climate change  CEO of Committee on Climate Change,0,1
13024,"High intensity workouts inhibit the immune system. Very intense workouts might reduce immune system efficiency, but not fully documented.",1,0
13025,"Housing, the environment and LGBT rights  where does the next PM stand?",0,1
13026,"PBS Panel Wails About 'Climate Crisis,' GOP 'Deniers'; Touts Gore as 'Global Paul Revere'",1,0
13027,Scientists discovered a new and more contagious strain of the coronavirus.,1,0
13028,Climate crisis: Plan to dam entire North Sea could protect millions from rising oceans,1,0
13029,Carbon tax and TMX pipeline dominate top court's winter session,0,1
13030,"Russia ordered Covo Organics, controversial drink produced and promoted in Madagascar against COVID-19.",1,0
13031,"Alaska's Salmon Are Shrinking, and Climate Change May Be to Blame",0,1
13032,U.S. Supreme Court Rejects Exxon's Bid To Block Climate Change Lawsuit,0,1
13033,Climate change: Warming clips the nightingale's wings,0,1
13034,Prolonged use of masks causes lack of oxygenation.,1,0
13035,The WHO is spreading Chinese propaganda,1,0
13036,Primary school bans children from sending Christmas cards due to environmental damage,0,1
13037,Senate Candidate Andrew Romanoff's Campaign for Climate Justice,0,1
13038,Here are 5 of the best novels on the environment and the climate crisis,1,0
13039,2020 Democrat Hopeful Elizabeth Warren Speaks to Empty Hall at Environmental Justice Forum,1,0
13040,More And Bigger Private Jets Landing at Davos as Leaders Discuss Climate Change,0,1
13041,Japan's Environment Minister: We Will Have to Dump Fukushima Radioactive Water into the Sea,1,0
13042,"NY Times Delivers Page One Climate Lecture, Demanding Radical Change in Australia",1,0
13043,Ironic' study finds more CO2 has slightly cooled the planet,1,0
13044,"A WhatsApp chain claims that during the Alert State, the government will begin to record all calls and track social media publications of citizens.",1,0
13045,"Climate lunatics vs. the laws of physics: A dozen climate protesters nearly run over by a train they tried to stop by standing on the tracks... because momentum is a real thing, unlike climate change",1,0
13046,Failure to Fight Climate Change Is a Crime Against Humanity,0,1
13047,Climate change: Arctic expedition to drift in sea-ice for a year,0,1
13048,Next up for national dialogue: Environmental justice,0,1
13049,"Climate Activists Want Michael Moore's Doc Panning Green Energy Banned, Say It's Chock Full Of Misinformation",1,0
13050,"Have Napa Winemakers Found a Climate Solution, or Is It Just Greenwashing?",0,1
13051,Study proves wrong conspiracy theory that China created coronavirus for economic purposes.,1,0
13052,The humble sweet potato can help power Africa in the face of climate change,0,1
13053,Madrid's government has announced students will have to make-up classes during summer.,1,0
13054,The Climate Prophets,1,0
13055,Why Women Are Taking the COVID-19 Pandemic More Seriously Than Men,0,1
13056,"Hit-run deaths are counted as COVID-19 deaths in So Paulo, Brazil.",1,0
13057,"According to DW, Venezuela is the only country that took advance measures against the outbreak.",1,0
13058,20% Rise In Death Rate Mostly Because of Pandemic,0,1
13059,"New York Times: Trump administration to roll back fuel efficiency standards, weakening efforts to combat climate change",1,0
13060,"""WHO and Rakuten Viber fight COVID-19 misinformation with interactive chatbot""",0,1
13061,30 person died of COVID-19 after eating dates without washing them.,1,0
13062,BBC Climate Documentary: 'How they (skeptics) Made Us Doubt Everything',1,0
13063,6 questions on climate change 2020 Democrats should have to answer in the debates,0,1
13064,"""Earth's Albedo has risen in the past few years, and by doing reconstructions of the past albedo, it appears that there was a significant reduction in Earth's albedo leading up to a lull in 1997.",0,1
13065,Trump sign Cares law which contains the name COVID19 before the epidemic happened.,1,0
13066,"According to the ""Plandemic"" documentary, ""the flu shots contain coronavirus"".",1,0
13067,Preparing for COVID-19 in Nursing Homes,0,1
13068,Lilly Ends Antibody Trial in Severe COVID Patients,0,1
13069,Vote as if the Climate and the Future of Humanity Depend on ItBecause They Do,0,1
13070,Israeli scientists developed a vaccine for the novel Coronavirus.,1,0
13071,"Come on, UK weather forecasters  tell it like it is on climate change | Adam Corner",0,1
13072,Supreme Court rejects Exxon Mobil appeal in climate case,0,1
13073,Climate protesters stage 'die-in' at Natural History Museum as demonstrations enter second week,0,1
13074,"According to Civil Registry record, the number of respiratory syndrome deaths decreased, and not increased, between 2019 and 2020 in Cear, Brazil. The time period considered was March 16 to May 10.",1,0
13075,Vladimir Putin's daughter died after receiving the Sputnik vaccine shot,1,0
13076,"Human body 'close to thermal limits' due to extreme heatwaves caused by climate change, scientist says",0,1
13077,All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown.,1,0
13078,Meet generation Greta: young climate activists around the world,0,1
13079,"The governador of the Province of Buenos Aires, Axel Kicillof wants to fire Juan Domnguez, a doctor from the Hospital of Moron.",1,0
13080,Spanish hospitals are injecting MMS to COVID-19 patients to cure them.,1,0
13081,Could Microsoft's climate crisis 'moonshot' plan really work?,0,1
13082,Stevie Wonder says Aretha Franklin was killed by global warming seriously,1,0
13083,Indian Prime Minister Narendra Modi has been selected as the leader of International COVID-19 task force.,1,0
13084,Are Vital Home Health Workers Now A Safety Threat?,0,1
13085,False that the OMS grants food and medicine vouchers.,1,0
13086,Climate activist Greta Thunberg sets sail from U.S. to Spain for a UN climate summit,0,1
13087,Greens channel environmental anger in the capital,0,1
13088,"There is a Nipah Virus outbreak in India amidst coronavirus pandemic, according to a warning form the WHO.",1,0
13089,Nanotech May Help Fight 'Cytokine Storm' of COVID,0,1
13090,The COVID  19 vaccine changes the human DNA,1,0
13091,Candidates who care about climate change should be wary of partnering with Fox News,0,1
13092,Trump faceplants with a scientifically illiterate claim about climate change,1,0
13093,"""Two different realities"": Why America needs environmental justice",0,1
13094,"Democrats Are United on Climate Change, but Not on What to Do About It",0,1
13095,Implementing Filtering Facepiece Respirator (FFR) Reuse,0,1
13096,"Environmental activists, pipeline proponents pack hearing in Chicago on Dakota Access expansion plans",0,1
13097,"Boris Johnson's links with US businesswoman Jennifer Arcuri 'blown out of proportion', environment secretary claims",0,1
13098,"With The Planet In Crisis, Congress Is Here To Talk About Climate Change",0,1
13099,"A man sells snacks to Covid-19 patients in Ibn Zahr Hospital in Marrakech, without respecting health safety conditions.",1,0
13100,Climate Activist Wants Governor to Reject Fossil Fuel Money,0,1
13101,"""Trump and McConnell are blocking stimulus checks for Americans married to immigrants.""",1,0
13102,Lack of Paid Sick Leave a Coronavirus Threat,0,1
13103,'How dare you': Greta Thunberg tears into world leaders over inaction at U.N. climate summit,0,1
13104,President Trump's COVID-19 Diagnosis: What to Know Right Now,0,1
13105,"Rep. Himes: 'Double Bacon Cheeseburgers,' 'Effects of Climate Change' Kill More People than Illegal Aliens",1,0
13106,A Swedish minister laughs at the confinement measures implemented by the Argentine government to stop the covid-19 pandemic,1,0
13107,Plant a trillion trees: U.S. Republicans offer fossil fuel-friendly climate fix,0,1
13108,"Four-day working week could boost productivity and lead to a cleaner environment, study suggests",0,1
13109,We deserve to be taught about it': why students want climate crisis classes,0,1
13110,Rebecca Long-Bailey pledges the environment would be central to Labour policy,0,1
13111,"While many scientists have acknowledged the mismatch between model predictions and actual temperature observations, few have really challenged the validity of the models themselves.",0,1
13112,Donald Trump Casts Doubt On New UN Report That Sounds Climate Change Alarm,0,1
13113,New Study Finds Climate Change Alarmists Are LESS Eco-Friendly Than Skeptics,1,0
13114,"The 5 most important questions about carbon taxes, answered",0,1
13115,Precious little Democrats lack robust climate change plan despite global crisis,0,1
13116,Evidence used to update the list of underlying medical conditions that increase a person's risk of severe illness from COVID-19,0,1
13117,A graph that correlates greater vaccination against influenza in those over 65 years of age and a higher mortality rate compared to COVID-19.,1,0
13118,Donald Trump is using Stalinist techniques against climate science | Michael Mann and Bob Ward,0,1
13119,Tamil Nadu (India) government approved Thanikasalam Siddha medicine for COVID-19.,1,0
13120,Winter flu-like illnesses could have been COVID-19,0,1
