id,text,negative,neutral,positive
4132,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,1,0,0
4133,"@USAirways Seriously, flight delay Cinci to Philly due to new ground staff, miss connection to MAN UK and now have to argue for hotel. WTF",1,0,0
4134,@AmericanAir: my brother's flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?,1,0,0
4135,@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,0,1,0
4136,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service",1,0,0
4137,"@AmericanAir but really, can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call",1,0,0
4138,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,1,0,0
4139,@United is the worst major US airline.  More proof: they're boarding the plane with the outside galley door open in 0 degree weather.  Wtf?,1,0,0
4140,@JetBlue SHUT THE DOOR ON YOUR WAY OUT. 🙅,0,1,0
4141,@SouthwestAir @TheAcademy party in #hotlanta http://t.co/x5ZQssJtRB,0,1,0
4142,@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,0,1,0
4143,@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood,0,0,1
4144,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,0,1,0
4145,@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!,1,0,0
4146,@united I'd really like to get off of this plane now.,1,0,0
4147,“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?,0,1,0
4148,@AmericanAir there are no more flights via united when I arrive to DFW and my car is parked at IAH 😁,1,0,0
4149,"@united Flight was overbooked! Was offered voucher to wait &amp; take another flight. Gate agent switched me over, retracted voucher offer.",1,0,0
4150,@united pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,1,0,0
4151,@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,1,0,0
4152,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,1,0,0
4153,@SouthwestAir having trouble with Wifi. No matter what I get redirected back to getconnected page even though it says I'm connected.,1,0,0
4154,@USAirways that's why u guys are my #1 choice.,0,0,1
4155,@AmericanAir should be seeing this sunset from St. John usvi not philly!! http://t.co/DnDOepquKz,0,1,0
4156,"@united  4348 soon going to have more wait time for a gate, in empty MSP airport than it was in flight  50 min and still counting...",1,0,0
4157,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",0,0,1
4158,@united  they were empty upon takeoff. Why can't someone sit there?,1,0,0
4159,@USAirways well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.,1,0,0
4160,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,0,1,0
4161,@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,1,0,0
4162,"@AmericanAir Sorry, what equipment? Have the passengers been allowed to return to the plane?",0,1,0
4163,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,1,0,0
4164,@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG,0,1,0
4165,@VirginAmerica happy to spend the day together. Let's do this!,0,0,1
4166,".@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER",1,0,0
4167,@JetBlue I would love to Fort Lauderdale now that would cool.,0,1,0
4168,@AmericanAir I don't know who that may be. I was also working from home. Thanks for nothing.,1,0,0
4169,@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated,1,0,0
4170,@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!,0,1,0
4171,@JetBlue  please start flying to Guyana soon,0,1,0
4172,.@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies,1,0,0
4173,@united you too!,0,0,1
4174,"@JetBlue According to your ground staff, it hasn't even been taken off the plane yet!",1,0,0
4175,@JetBlue shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.,1,0,0
4176,@JetBlue thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery,0,0,1
4177,@JetBlue I would like the actual email address so I can follow up. thank you.,0,1,0
4178,@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC,1,0,0
4179,@JetBlue any idea what's going on at terminal five at JFK? Seems to be zero traffic movement,1,0,0
4180,"@united keeps delaying my flight, horrible customer service",1,0,0
4181,@united what's the hold up with flight 6475 from SLC to DEN??,1,0,0
4182,“@JetBlue: Our fleet's on fleek. http://t.co/Vxn2J36M7V” this happened,0,1,0
4183,@united or us air: http://t.co/Eis9hcNPrO,0,1,0
4184,@VirginAmerica my goodness your people @love field are amazing under pressure ❤️from Texas #beatstheothers in crisis Please fly me to NY,0,0,1
4185,@AmericanAir Understood. Thanks anyway,0,0,1
4186,@USAirways so how about some help with suggested time I could call to avoid such long wait time,1,0,0
4187,@AmericanAir Cancelled Flighting my flight today because of weather in Dallas without being charged?,1,0,0
4188,"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst.",1,0,0
4189,@united Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!,1,0,0
4190,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out,0,1,0
4191,"@united sure, but 8 different texts changing time &amp; gate (especially locations across the entire concourse). That just seemed a little off.",1,0,0
4192,@SouthwestAir - I just had a great experience with your customer service team. Thank you! #LuvSW A-list,0,0,1
4193,"@usairways on hold for TWO HOURS now, pick up the PHONEEEEE",1,0,0
4194,@USAirways  thank you! Glad to be heading home! Great people at your call center!,0,0,1
4195,"@united JH, thanks so much for reaching out. I was able to get assistance after waiting for 70 minutes.",1,0,0
4196,@united we will be at the airport first thing in the morning,0,1,0
4197,"@AmericanAir Extend rtn flight to bereavement, 22nd I could have change fee dropped, now told no.Worse day of my life #badcustomerservice",1,0,0
4198,@united I just sent to you.,0,1,0
4199,"@USAirways This is garbage, been trying to book a reward flight and then it got Cancelled Flighted and still can't get anyone on phone. Unacceptable",1,0,0
4200,@SouthwestAir it's never too Late Flight to do the right thing,0,1,0
4201,@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,0,0,1
4202,@SouthwestAir @karajusto OK we will! Thank you!!!,0,0,1
4203,@AmericanAir can you?,1,0,0
4204,@JetBlue the you above all commercials? Like the legroom one,0,1,0
4205,@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded,1,0,0
4206,@AmericanAir the last was 2339 dfw to ord. Not weather reLate Flightd... Austin leg delayed as well,1,0,0
4207,@AmericanAir I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized  breeze! http://t.co/uOARyQ98PU,1,0,0
4208,@USAirways flight 1735 sitting fully loaded for over an hour. Air conditioning barely working :-(,1,0,0
4209,@united I did DM the details but still no response. I have to book today.,1,0,0
4210,@united yes refund my ticket and give me email address to let u know what happened,1,0,0
4211,@SouthwestAir if only you could control the weather in Las Vegas 😉,0,1,0
4212,@SouthwestAir  when you take my money and do not provide a service makes for a profitable venture for your company. #IsItTheGaryKellyWay?,1,0,0
4213,"@USAirways If you believe in keeping your customers happy, especially after a mistake was made on your part...",1,0,0
4214,@USAirways I've been on hold for over 90 minutes... There's a lack of quality service here.  Nobody cares that I hate your shitty airline.,1,0,0
4215,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time,1,0,0
4216,@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.,0,0,1
4217,"@AmericanAir Lots of upset people, freezing terminal, and no gate agent. Kept us waiting on plane beyond allowable time length.",1,0,0
4218,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,0,0,1
4219,"@SouthwestAir you call this customer service?? Sitting in the tarmack for 1hr, lost bag, and you give me a $100. voucher???",1,0,0
4220,"@AmericanAir i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?",1,0,0
4221,@JetBlue note the time this was taken (now at 906 am) and flight still listed as on time for 910 when I'm not onboard http://t.co/zvfmxnuELJ,1,0,0
4222,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,0,0,1
4223,"@AmericanAir Thank you for the worst experience ever on an airline, from me to you, I hope your embarrassed as an airline. Pathetic",1,0,0
4224,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue,0,1,0
4225,@AmericanAir I don't like making a scene but this hasn't been addressed properly. Please have them do that.,1,0,0
4226,@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek,0,1,0
4227,@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,1,0,0
4228,@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism,0,0,1
4229,"@AmericanAir i have been rebooked for the 7am flight. My questions is, why do some people get hotel and the others don't like myself?",1,0,0
4230,@SouthwestAir why doesn't your terminal B in LGA have pre-check? Makes me want to never fly your airline,1,0,0
4231,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,1,0,0
4232,@USAirways -1st x told no travel advisory-now TWO hrs on hold &amp; disconnected. Fl from BHM to Charlotte to PHL won't go-HELP!!!,1,0,0
4233,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,1,0,0
4234,@AmericanAir 62 inches !?,0,1,0
4235,@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice,1,0,0
4236,"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed.",1,0,0
4237,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",1,0,0
4238,@SouthwestAir Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights! #FlySWA #denverairport,0,0,1
4239,@AmericanAir @USAirways how can you have no food on a 4 hour flight 528 from Columbus to Phoenix? Starving and Pissed off. Can't eat Go Go!,1,0,0
4240,@USAirways there has been NO one at the Yuma ticket counter for 30 minutes and there are about 30 people in line. Terrible service!!!,1,0,0
4241,"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!",1,0,0
4242,@USAirways got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated,1,0,0
4243,"@USAirways @AmericanAir I was meant to fly on Sat, you just made it Tues, I can't afford to stay in a hotel for another TWO nights!",1,0,0
4244,“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”👎,0,1,0
4245,@united thanks kp but luckily my transfer has maintenance issues and is still delayed so I didn't miss my transfer...,1,0,0
4246,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.,1,0,0
4247,@AmericanAir yep as I saidi feel sorry for you that you have to run their account how embarrassing for you,1,0,0
4248,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :),0,0,1
4249,@SouthwestAir what does a woman got to do to get a chance of a lifetime? 😖 #DestinationDragons #imaginedragons #slaycancerwithdragons,0,1,0
4250,@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!,1,0,0
4251,@AmericanAir  and I forgot about that lounge!😂,0,1,0
4252,"@SouthwestAir Hey, friends. When I phone the A-list number your IVR hangs up on me. Multiple times. Not sure how to proceed?",1,0,0
4253,@USAirways really!??,0,1,0
4254,@united well perhaps you could highlight where that is stated.  We travel between Canada &amp; USA on United with only Nexus,1,0,0
4255,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,0,0,1
4256,"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",1,0,0
4257,"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps",0,0,1
4258,@AmericanAir how do I redeem a travel voucher for a flight if I can't reach a travel agent by phone? My hold expires in 24 hours,1,0,0
4259,@AmericanAir I don't believe it's acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that's standard.,1,0,0
4260,@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor,0,1,0
4261,@united i will just send my confirmation number when I get home safe and sound. This is why i pay so expensive services to you!,1,0,0
4262,@USAirways doesn't want me to get home,1,0,0
4263,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.,1,0,0
4264,@JetBlue you got yourselves hot ladies flying the air for life #loyal,0,0,1
4265,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,1,0,0
4266,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,0,0,1
4267,“@JetBlue: Our fleet's on fleek. http://t.co/H11jglw74L”ayyy 😎,0,1,0
4268,"@SouthwestAir she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.",1,0,0
4269,@united can I access Frankfurt arrival lounge when I'm flying global first class?,0,1,0
4270,@JetBlue id appreciate that. Would also you mind contacting the pilot of my flight and request that I be allowed to announce over intercom?,0,1,0
4271,@united that's funny because I emailed @VirginAtlantic once and they found it hadn't left LHR. In the mean time stuck with no bag in NYC!!!,1,0,0
4272,@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail,1,0,0
4273,@VirginAmerica I see what you did there ;),0,0,1
4274,@VirginAmerica cool picture of another VirginAmerica plane off our wing. What a site! http://t.co/5B2agFd8c4,0,0,1
4275,@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?,0,1,0
4276,@USAirways - I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund,1,0,0
4277,"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!",1,0,0
4278,"@SouthwestAir departing MDW it's cold 26F, windy with snow on the ground for sunny and 70F las vegas  @LASairport http://t.co/2IR7ynMBdU",0,1,0
4279,@SouthwestAir every other city on your nationwide sale has fabulous fares. Why nothing from Buffalo? except for 2 cities?,1,0,0
4280,"@JetBlue customer service was so bad updating my points, once I use my next points, I won't be flying you. Point system is almost a sham.",1,0,0
4281,"@United States faundation was by faith Judeo Cristian,@Not it was by ideologias.@ http://t.co/mWBk68k0A3",0,1,0
4282,@USAirways no my flight plans have been delayed until tuesday due to your computer crash,1,0,0
4283,@united JP - DM message who? Can't get a DM through to @united,1,0,0
4284,"@SouthwestAir I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta",1,0,0
4285,"@united I am a loyal Premier Platinum member, but the lack of communication was really bad. Also, i don’t see that it has taken off yet",1,0,0
4286,@united Yes. Luckily I was there.,0,1,0
4287,"@SouthwestAir - I get that weather delays are not in your hands, but is there nothing else you can offer for the massive inconvenience?",1,0,0
4288,@USAirways i got through and am able to switch my flight with no charge. Thank you,0,0,1
4289,@AmericanAir The word failure means: an act or instance of failing or proving unsuccessful; lack of success nonperformance of something due.,1,0,0
4290,"@USAirways Oh yes, because I had loads of time running to my connecting flight after you delayed me for about 90 minutes...",1,0,0
4291,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.,0,1,0
4292,@VirginAmerica any plans to start flying direct from DAL to LAS?,0,1,0
4293,@USAirways spoke with your reps in NH and PA. Very poor communications. Bags still sitting in Philly. TRAIN YOUR STAFF,1,0,0
4294,@SouthwestAir when does today's scavenger hunt start? I'm trying to help my little brother win! #DestinationDragons,0,1,0
4295,@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair,1,0,0
4296,@JetBlue when I check in tomorrow morning for my flight on wens can I automatically add it to passbook?,0,1,0
4297,@SouthwestAir My wife needs help. She is stranded in Chicago and can't get out until Monday. They won't find her bag because volume too high,1,0,0
4298,@USAirways why the hell u left *alliance and joined 1world is beyond me not a smart move time to start looking at other carriers,1,0,0
4299,@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.,1,0,0
4300,@AmericanAir Can I use an SWU on an Finnair codeshare of an American operated flight (JFK-MAN)?  Thanks in advance for the help!,0,1,0
4301,@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0,0,0,1
4302,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,1,0,0
4303,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,1,0,0
4304,@AmericanAir she sent you an email 2 customer service the night it happened ur response was basically 2 bad sorry how should she contact u.,1,0,0
4305,"@AmericanAir I understand that. But 14 hours Late Flightr, I still haven't heard a word! How can you plan your week with no zero information!",1,0,0
4306,@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.,1,0,0
4307,@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j,0,0,1
4308,"@united bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA",1,0,0
4309,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,1,0,0
4310,@united 4 different departure / arrival updates for UA304??? In 1hr. Please!,1,0,0
4311,Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH”,0,1,0
4312,@AmericanAir my flight 129 to dallas and 259 to SFO has been Cancelled Flighted and they can't get me on anything else until tomorrow. You won't put,1,0,0
4313,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,1,0,0
4314,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.",1,0,0
4315,@SouthwestAir I will not have my passport in time for my trip. Could I still fly with photo ID? #thingsishouldknow #ifeeldumb,0,1,0
4316,@USAirways what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.,1,0,0
4317,@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,1,0,0
4318,@AmericanAir you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help,1,0,0
4319,@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,1,0,0
4320,@USAirways @AmericanAir hey since you    f*%#ed my wknd can I have day pass to admirals club or meal coupon or free coke? {blank stare},1,0,0
4321,"@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class, I booked the regular ticket",0,1,0
4322,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire,1,0,0
4323,@USAirways what is with all the Cancelled Flightlations to PBI? We have pax at DCA that have been sent to 4 different lines between AAL and AWE. Help!,1,0,0
4324,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,0,1,0
4325,@AmericanAir so disappointed with this airline never again will I book with you guys,1,0,0
4326,@AmericanAir is flight 2413 to LA delayed?,0,1,0
4327,"@AmericanAir @ezemanalyst why don't you tweet canned, impersonal responses as though this is the only impatient customer you've got",1,0,0
4328,@USAirways can I get a beer please. Flight #1715,0,1,0
4329,@united Do you also want the naming rights to my first child so I can fly home and visit with my mother and avoid more winter depression?,0,1,0
4330,@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi,1,0,0
4331,@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport,1,0,0
4332,@USAirways but in the meantime I'll be sleeping on a park bench on dadeland st.  Thanks guys!,1,0,0
4333,@united severely under staffed at Iah.,1,0,0
4334,"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email.",1,0,0
4335,@JetBlue hard when you're with your younger siblings and cousin and they just want to go on the airplane. We should get better than this,1,0,0
4336,@SouthwestAir while you clearly didn't care about our troubles yday thought I'd share bags took &gt;90min and came back absolutely drenched..,1,0,0
4337,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",0,0,1
4338,@SouthwestAir when you're on hold with southwest for over 2 hours and it automatically hangs up on you. #iusedtoloveu http://t.co/tEFHpuWMdJ,1,0,0
4339,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?,1,0,0
4340,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.,1,0,0
4341,"“@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA",1,0,0
4342,"@SouthwestAir Seriously, is the reason for all the Cancelled Flightled flights and long phone wait times that you guys are tremendously understaffed?",1,0,0
4343,@AmericanAir I need help Cancelled Flighting an upcoming flight made with AAdvantage miles. Record locator HFJKTO. Can someone please assist?,0,1,0
4344,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,0,0,1
4345,"@VirginAmerica done! Thank you for the quick response, apparently faster than sitting on hold ;)",0,0,1
4346,@JetBlue Hey guys! Your Flight Booking Problems system ran my first and middle names together at time of Flight Booking Problems. Is that going to be a #TSAnightmare ?,1,0,0
4347,@united your website was down all day yesterday- tried 3x put all info in&amp;didnt go thru- today the flight I bought went up!,1,0,0
4348,@united follow me please this airline is beautifull ♥,0,0,1
4349,"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors",1,0,0
4350,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :),0,0,1
4351,@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,1,0,0
4352,"@SouthwestAir it's not fun having a delay from Nashville to Las Vegas, but the crew at the gate C9 desk has been AWESOME! #patience #luvswa",0,0,1
4353,"@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness",1,0,0
4354,"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",1,0,0
4355,@SouthwestAir are people in an exit row still supposed to give their verbal approvals? I was never asked on the flight I'm on...,1,0,0
4356,@USAirways I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?,0,1,0
4357,"@AmericanAir Why doesn't anyone make a better effort to retain customers. It should be an easy fix, I just want to travel AA.",1,0,0
4358,"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”",0,1,0
4359,"@JetBlue sadly, no! I have the app, but it also is experiencing difficulties. The flight information boards are keeping me updated.",1,0,0
4360,@SouthwestAir followed.,0,1,0
4361,"@united, more lies... http://t.co/BEqoTLNugc",1,0,0
4362,@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????,0,1,0
4363,@JetBlue last week I bought a plane ticket round trip to FL &amp; just 4 fun I look at the price of them today and they went down! #nothappy,1,0,0
4364,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785,1,0,0
4365,@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting,0,0,1
4366,@SouthwestAir you need this song for your next commercial!  https://t.co/jU9rHZ4RQc. #SWA #love,0,1,0
4367,@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf,0,0,1
4368,"@united my plane sounds like  a DJ  scratching is this normal? If so, will this eventually be a new entertainment fee.",1,0,0
4369,"@united booked flight in sept to get best price for April to usa, checked now and they are €67 cheaper, what a con unhappy customer #ripoff",1,0,0
4370,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,1,0,0
4371,@AmericanAir another day another grievance with this airline. No customer service,1,0,0
4372,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",1,0,0
4373,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",0,1,0
4374,@JetBlue no more than half an hour wait. It's unreal. Finally first bag coming out. SJU needs to work on this,1,0,0
4375,@JetBlue @BrandsSayingBae well here we go,0,0,1
4376,@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo,0,1,0
4377,"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",0,0,1
4378,“@JetBlue: Our fleet's on fleek. http://t.co/1incNCaV4n” - wow,0,1,0
4379,@SouthwestAir how do I go on the scavenger hunt if I'm in Boston?,0,1,0
4380,@AmericanAir well you spelled my name wrong.,0,1,0
4381,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,0,0,1
4382,@united  what did you do with my seat. International connection. Seriously?,1,0,0
4383,"@AmericanAir if i want to change my flight due to weather conditions in Dallas this weekend, i should be able to cover change fee with miles",0,1,0
4384,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help!,1,0,0
4385,@USAirways they say connections are good still...but another reFlight Booking Problems is the last thing I need today,1,0,0
4386,"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.",0,0,1
4387,@USAirways The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight,0,1,0
4388,@SouthwestAir have sent you a DM with the details. Thanks!,0,0,1
4389,@SouthwestAir @jlittle100 Double up with this comment. PHL to anywhere South Florida is GONE GONE GONE. Hello US Air,1,0,0
4390,@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.,1,0,0
4391,@united Thanks! Just DMed HN.,0,0,1
4392,@USAirways now on hold for 2 hrs 20 min. This is ridiculous,1,0,0
4393,@SouthwestAir loving the boarding to go to Chicago #KeepItMovin',0,0,1
4394,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.,0,0,1
4395,"@JetBlue using A321 JFK-SEA for Summer 2015. It will be my first A321 flight ever! No Mint to Seattle, Core Config only.",0,1,0
4396,@united  Great customer service again. Thanks!,0,0,1
4397,@united Thank you.,0,1,0
4398,@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,0,0,1
4399,@united you have now lost my bag. Never ever flying United again #joke,1,0,0
4400,@AmericanAir Your gate attendants in ABQ are awful as was your service. You should be ashamed. Terrible experience here from start to finish,1,0,0
4401,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,1,0,0
4402,"@USAirways I asked if that was SOP, and they said “It is now.” But yet the other 11 flights, nothing. Is this a policy or not?",1,0,0
4403,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,0,1,0
4404,@JetBlue Connecticut❄️,0,1,0
4405,@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,1,0,0
4406,@united this is atrocious customer service.,1,0,0
